words@eve2006m	00:14:48.902	00:14:49.063	а
words@eve2006m	00:14:49.063	00:14:49.278	потом
words@eve2006m	00:14:49.278	00:14:49.315	в
words@eve2006m	00:14:49.315	00:14:49.635	какой-то
words@eve2006m	00:14:49.635	00:14:49.981	момент
words@eve2006m	00:14:50.000	00:14:50.213	взял
words@eve2006m	00:14:50.213	00:14:50.245	и
words@eve2006m	00:14:50.245	00:14:50.883	переключился
words@eve2006m	00:14:50.883	00:14:50.973	на
words@eve2006m	00:14:50.973	00:14:51.066	то
words@eve2006m	00:14:51.082	00:14:51.341	чтобы
words@eve2006m	00:14:51.341	00:14:51.815	смотреть
words@eve2006m	00:14:51.815	00:14:52.100	это
words@eve2006m	00:14:52.100	00:14:52.160	на
words@eve2006m	00:14:52.160	00:14:52.571	английском
words@eve2006m	00:14:52.571	00:14:52.629	с
words@eve2006m	00:14:52.629	00:14:53.153	субтитрами
words@eve2006m	00:14:53.838	00:14:53.932	ну
words@eve2006m	00:14:53.932	00:14:54.018	и
words@eve2006m	00:14:54.018	00:14:54.161	так
words@eve2006m	00:14:54.161	00:14:54.870	пошло-поехало
words@eve2006m	00:14:54.870	00:14:55.310	и
words@eve2006m	00:14:56.595	00:14:56.786	это
words@eve2006m	00:14:56.786	00:14:57.020	была
words@eve2006m	00:14:57.020	00:14:57.315	хорошая
words@eve2006m	00:14:57.315	00:14:57.706	мотивация
words@eve2006m	00:14:57.706	00:14:57.911	чтоб
words@eve2006m	00:14:57.911	00:14:58.155	учить
words@eve2006m	00:14:58.155	00:14:58.549	английский
words@eve2006m	00:14:58.549	00:14:58.759	язык
words@eve2006m	00:14:58.785	00:14:58.991	ещё
words@eve2006m	00:14:58.991	00:14:59.648	со
words@eve2006m	00:14:59.648	00:15:00.051	второго
words@eve2006m	00:15:00.051	00:15:00.107	с
words@eve2006m	00:15:00.107	00:15:00.502	третьего
words@eve2006m	00:15:00.502	00:15:01.281	класса
words@eve2006m	00:15:01.924	00:15:02.259	да
words@eve2006m	00:15:02.297	00:15:02.475	вот
words@eve2006m	00:15:02.475	00:15:02.737	так
words@ayg2006m	00:14:21.221	00:14:21.636	#нрзб#
words@ayg2006m	00:14:22.621	00:14:22.950	#нрзб#
words@ayg2006m	00:15:03.224	00:15:03.471	#нрзб#
words@ayg2006m	00:15:04.402	00:15:04.861	так
words@ayg2006m	00:15:04.942	00:15:05.459	ну
words@ayg2006m	00:15:05.493	00:15:05.730	а
words@ayg2006m	00:15:05.730	00:15:06.417	вообще
words@ayg2006m	00:15:06.886	00:15:07.116	хотел
words@ayg2006m	00:15:07.116	00:15:07.481	спросить
words@ayg2006m	00:15:07.500	00:15:07.721	какой
words@ayg2006m	00:15:07.721	00:15:07.770	у
words@ayg2006m	00:15:07.770	00:15:07.852	тебя
words@ayg2006m	00:15:07.852	00:15:08.218	любимый
words@ayg2006m	00:15:08.218	00:15:08.535	предмет
words@ayg2006m	00:15:08.585	00:15:08.804	был
words@ayg2006m	00:15:08.804	00:15:08.849	в
words@ayg2006m	00:15:08.849	00:15:09.243	школе
words@ayg2006m	00:15:09.642	00:15:09.746	и
words@ayg2006m	00:15:09.746	00:15:10.247	почему
